Object Type,Item ARK,Parent ARK,File Name,Title,AltTitle.other,Visibility,Item Sequence,Archival Collection Title,Date.created,Date.normalized,Contents note,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Name.subject,Name.artist,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Rights.rightsHolderContact,Description.fundingNote,Statement of Responsibility,Program,Subject geographic,Subject temporal,Subject,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Work,ark:/21198/z1866s7c,ark:/21198/z1cz7hzc,Masters/MEAP/MEAPcct/images/cl_tallersol_cac_0001.tif,Arte Libertad,Art Freedom|~|Encuentro de los artistas por la libertad de todos los presos políticos de Chile,open,,Colección Afiches Antonio Kadima,1990,1990,,SPANISH: Afiche que promociona un encuentro de diversos artistas en el Teatro Cariola por la libertad de todos los presos políticos de Chile durante la dictadura.<br>ENGLISH:Poster that promotes a meeting of various artists at the Teatro Cariola (Cariola Theatre) for the freedom of all political prisoners in Chile during the dictatorship.,76 x 56 cm,1 poster,Celeste; Off set; Hilado 3,posters,spa,,Taller de Gráfica (Graphic Design Workshop),"Sociedad de Escritores de Chile (SECH)|~|Asociación de Pintores y Escultores de Chile (APECH)|~|Asociación Metropolitana de Folkloristas (AMFOLCHI)|~|Coordinadora de Brigadas Muralistas|~|Asociación Metropolitana de Radios Populares (ANARAP)|~|Casa de los Músicos|~|Club Tucán|~|Taller Experimental de La Victoria|~|De Kiruza|~|Grupo Chilhue|~|Inti Illimani|~|Radrigán, Juan, 1937-2016|~|Ladrón de Guevara, Matilde, 1910-2009|~|Bunster, Patricio, 1924-2006|~|Casa Kamarundi|~|Taller Cultural Peñihue|~|Productora Siglo 21|~|Taller 619|~|Revista “Punto Final”|~|Casa Aquelarre|~|Radio Umbral",Antonio Kadima,Tallersol,still image,copyrighted,unpublished,antonio.kadima@gmail.com,Digitization for the Centro Cultural Tallersol (Chile) collection was sponsored by the Modern Endangered Archives Program with funding from Arcadia.,Political prisioners commissioned Antonio Kadima to make a poster for their event,Modern Endangered Archives Program,"Teatro Cariola (Santiago, Chile)|~|Chile",Postdictadura Chile (1990 - ),Presos Políticos|~|Presos políticos de la cárcel pública,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1866s7c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1866s7c/manifest
Work,ark:/21198/z14f61gk,ark:/21198/z1cz7hzc,Masters/MEAP/MEAPcct/images/cl_tallersol_cac_0002.tif,Para transformar nuestras vidas hablemos de nosotras,"To transform our lives, let's talk about ourselves|~|Programa Mujer, Embarazo y Género",open,,Colección Afiches Antonio Kadima,1996,1996,,"SPANISH: Afiche que promociona el Programa Mujer, Embarazo y Género del Comité de Servicio Chileno - Cuáquero realizado en tres ciudades de Chile (Santiago, Concepción y Puerto Montt).<br>ENGLISH:Poster that promotes the Programa Mujer, Embarazo y Género (Women, Pregnancy and Gender Program) of the Comité de Servicio Chileno - Cuaquero (Chilean Quaker Service Committee), held in three cities in Chile (Santiago, Concepción and Puerto Montt).",69.5 x 50 cm,1 poster,Todo color; Off set; Couche,posters,spa,,Taller de Gráfica (Graphic Design Workshop),,Antonio Kadima,Tallersol,still image,copyrighted,unpublished,antonio.kadima@gmail.com,Digitization for the Centro Cultural Tallersol (Chile) collection was sponsored by the Modern Endangered Archives Program with funding from Arcadia.,"Comité de Servicio Chileno-Cuáquero (Chilean-Quaker Service Committee) commissioned Antonio Kadima to make a poster for their program ""Mujer, embarazo y género"" (Women, pregnancy and gender)",Modern Endangered Archives Program,"Roberto Espinoza N° 1839 (Santiago, Chile)|~| Prieto N° 1129 (Concepción, Chile)|~|Villa Antillanca (Puerto Montt, Chile)|~|Chile",Postdictadura Chile (1990 - ),Mujer|~|Trabajo Social con Madres,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f61gk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14f61gk/manifest
Work,ark:/21198/z10p58tr,ark:/21198/z1cz7hzc,Masters/MEAP/MEAPcct/images/cl_tallersol_cac_0003.tif,"Por nuestra continuidad histórica, identidad y cultura de la nación mapuche","For our historical continuity, identity and culture of the Mapuche nation",open,,Colección Afiches Antonio Kadima,1995,1995,,SPANISH: Calendario en formato afiche que promueve la memoria de diversas efemérides del pueblo mapuche<br>ENGLISH:Calendar in poster format that promotes the memory of various anniversaries of the Mapuche nation,76.5 x 53 cm,1 poster,Todo color; Off set; Couche,posters,spa|~|arn,,Taller de Gráfica (Graphic Design Workshop),Consejo de Todas las Tierras (Aukiñ Wallmapu Ngulam),Antonio Kadima,Tallersol,still image,copyrighted,unpublished,antonio.kadima@gmail.com,Digitization for the Centro Cultural Tallersol (Chile) collection was sponsored by the Modern Endangered Archives Program with funding from Arcadia.,Consejo de Todas las Tierras (Aukiñ Wallmapu Ngulam - All Lands Council) commissioned Antonio Kadima to make this calendar poster,Modern Endangered Archives Program,"General Mackenna 152 (Temuco, Chile)|~|Chile",Postdictadura Chile (1990 - ),Pueblos Originarios,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p58tr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10p58tr/manifest
Work,ark:/21198/z1vx4s91,ark:/21198/z1cz7hzc,Masters/MEAP/MEAPcct/images/cl_tallersol_cac_0004.tif,Cristina González,Cristina González,open,,Colección Afiches Antonio Kadima,1985,1985,,SPANISH: Afiche que promociona el trabajo musical de Cristina González (Cristina Narea) como artista del sello musical chileno Alerce.<br>ENGLISH:Poster that promotes the musical work of Cristina González (Cristina Narea) as an artist of the Chilean record label Alerce.,74 x 53.5 cm,1 poster,Verde y violeta; Off set; Hilado 3,posters,spa,,Taller de Gráfica (Graphic Design Workshop),"Narea, Cristina, 1962-|~|Durán, Ismael, 1949-2021|~|Grupo Huara|~|Sello Alerce|~|Imprenta Tamarcos Limitada",Antonio Kadima,Tallersol,still image,copyrighted,unpublished,antonio.kadima@gmail.com,Digitization for the Centro Cultural Tallersol (Chile) collection was sponsored by the Modern Endangered Archives Program with funding from Arcadia.,Tallersol commissioned Antonio Kadima to make a poster for Cristina González concert,Modern Endangered Archives Program,Chile,Dictadura Chile 1973-1990,Música,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx4s91,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vx4s91/manifest
Work,ark:/21198/z1r541h3,ark:/21198/z1cz7hzc,Masters/MEAP/MEAPcct/images/cl_tallersol_cac_0005.tif,Despedida de Chile Eulogio Davalos,"Farewell to Chile, Eulogio Davalos|~|Concierto de Aranjuez acompañado de la orquesta sinfónica USACH",open,,Colección Afiches Antonio Kadima,1990,1990,,"SPANISH: Afiche que promociona la despedida de Eulogio Dávalos el domingo 9 de septiembre a las 12.00 horas en el Teatro Cariola y en la cual participó la Orquesta Sinfónica de la Universidad de Santiago de Chile con música de Vivaldi, Bach, Cardoso, Violeta Parra y Falú.<br>ENGLISH:Poster that promotes the farewell to Eulogio Dávalos on Sunday September 9th at 12.00 at the Teatro Cariola (Cariola Theatre) in which the Symphonic Orchestra of the Universidad de Santiago de Chile participated with music by Vivaldi, Bach, Cardoso, Violeta Parra and Falú.",76.5 x 53.5 cm,1 poster,Blanco y negro; Off set; Hilado 3,posters,spa,,Taller de Gráfica (Graphic Design Workshop),Eulogio Dávalos (1945 - )|~|Violeta Parra (1917 - 1967)|~|Universidad de Santiago de Chile (USACH)|~|Orquesta Sinfónica USACH|~|Instituto de Cooperación Iberoamericana (ICI),Antonio Kadima,Tallersol,still image,copyrighted,unpublished,antonio.kadima@gmail.com,Digitization for the Centro Cultural Tallersol (Chile) collection was sponsored by the Modern Endangered Archives Program with funding from Arcadia.,Eulogio Dávalo commissioned Antonio Kadima to make a poster for his farewell concert,Modern Endangered Archives Program,"Teatro Cariola (Santiago, Chile)|~|Chile",,Música,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r541h3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r541h3/manifest
Work,ark:/21198/z1mh209f,ark:/21198/z1cz7hzc,Masters/MEAP/MEAPcct/images/cl_tallersol_cac_0006.tif,Desde Chile Osvaldo Torres,From Chile: Osvaldo Torres,open,,Colección Afiches Antonio Kadima,1980,1980,,"SPANISH: Afiche que promociona un concierto del folclorista, contador de cuentos, compositor y cantor popular chileno, Osvaldo Torres, en Vancouver (Canadá), el viernes 3 de diciembre a las 19.00 horas.<br>ENGLISH:Poster that promotes a concert by the Chilean folklorist, storyteller, composer and singer, Osvaldo Torres, in Vancouver (Canada), on Friday 3rd at 19.00 hours.",61 x 45.5 cm,1 poster,"Blanco, negro y rojo; Serigrafía; Hilado 6",posters,spa|~|eng,,Taller de Gráfica (Graphic Design Workshop),"Torres, Osvaldo, 1953-",Antonio Kadima,Tallersol,still image,copyrighted,unpublished,antonio.kadima@gmail.com,Digitization for the Centro Cultural Tallersol (Chile) collection was sponsored by the Modern Endangered Archives Program with funding from Arcadia.,Osvaldo Torres commissioned Antonio Kadima to design a poster to be printed in Canada,Modern Endangered Archives Program,"Jhon Oliver High School Auditorium (Vancouver, Canada)|~|Chile",,Música,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mh209f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mh209f/manifest
Work,ark:/21198/z1gr17kq,ark:/21198/z1cz7hzc,Masters/MEAP/MEAPcct/images/cl_tallersol_cac_0007.tif,Vigilia por la Paz y la No Intervención,Vigil for Peace and Non-Intervention,open,,Colección Afiches Antonio Kadima,1985,1985,,SPANISH: Afiche que promociona una vigilia por la paz y la no intervención organizada por diversas organizaciones cristianas de Chile en 1985.<br>ENGLISH:Poster that promotes a vigil for peace and non-intervention organised by various Christian organisations in Chile in 1985.,36.5 x 26 cm,1 poster,Blanco y negro; Off set; Hilado 4,posters,spa,,Taller de Gráfica (Graphic Design Workshop),Movimiento Estudiantil Cristiano-MEC-CH|~|Centro Ecuménico Monseñor Óscar Romero-ASEL-CH|~|Área Cristiana de la Comisión Solidaridad con Nicaragua|~|Cristianos por los Derechos del Pueblo,Antonio Kadima,Tallersol,still image,copyrighted,unpublished,antonio.kadima@gmail.com,Digitization for the Centro Cultural Tallersol (Chile) collection was sponsored by the Modern Endangered Archives Program with funding from Arcadia.,"CRIDEPU (Cristianos por los Derechos del Pueblo - Christians for the Rights of the People) requested Antonio Kadima to make a poster for their ""Vigilia por la paz y la no Intervención"" (Vigil for peace and non-intervention)",Modern Endangered Archives Program,Chile,Dictadura Chile (1973 - 1990),Cristianismo|~|Cultura de Paz,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gr17kq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gr17kq/manifest
Work,ark:/21198/z1c00gtv,ark:/21198/z1cz7hzc,Masters/MEAP/MEAPcct/images/cl_tallersol_cac_0008.tif,Exigimos ¡Libertad! Trabajadores Culturales Detenidos,We demand freedom! Detained Cultural Workers|~|¡No! Al Festival de Viña,open,,Colección Afiches Antonio Kadima,1984,1984,,SPANISH: Afiche que promueve la libertad de trabajadores culturales detenidos en oposición al festival internacional de la canción de viña del mar en 1985.<br>ENGLISH:Poster that promotes the freedom of cultural workers opposed to the Festival Internacional de la Canción de Viña del Mar (International Song Festival of Viña del Mar) in 1985.,36.5 x 26 cm,1 poster,Blanco y negro; Off set; Hilado 4,posters,spa,,Taller de Gráfica (Graphic Design Workshop),Coordinador Cultural Nacional,Antonio Kadima,Tallersol,still image,copyrighted,unpublished,antonio.kadima@gmail.com,Digitization for the Centro Cultural Tallersol (Chile) collection was sponsored by the Modern Endangered Archives Program with funding from Arcadia.,Coordinador Cultural Nacional (National Cultural Coordinator) commissioned Antonio Kadima to make a poster for the freedom of arrested cultural workers,Modern Endangered Archives Program,Chile,Dictadura Chile (1973 - 1990),Música|~|Prisión Política,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c00gtv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c00gtv/manifest
Work,ark:/21198/z1769r4f,ark:/21198/z1cz7hzc,Masters/MEAP/MEAPcct/images/cl_tallersol_cac_0009.tif,Aillarehue,Aillarehue,open,,Colección Afiches Antonio Kadima,1979,1979,,SPANISH: Afiche que promociona un concierto del grupo chileno Aillarehue realizado en la sede de la Vicaría Matta.<br>ENGLISH:Poster that promotes a concert by the Chilean band Aillarehue held at the Vicaría Matta headquarters.,34.6 x 24.5 cm,1 poster,Blanco y negro; Off set; Hilado 4,posters,spa|~|arn,,Taller de Gráfica (Graphic Design Workshop),Aillarehue|~|Vicaría Matta,Antonio Kadima,Tallersol,still image,copyrighted,unpublished,antonio.kadima@gmail.com,Digitization for the Centro Cultural Tallersol (Chile) collection was sponsored by the Modern Endangered Archives Program with funding from Arcadia.,Aillarehue commissioned Antonio Kadima to make a poster for their concert,Modern Endangered Archives Program,"Vicaría Matta (Santiago, Chile)|~|Chile",,Música,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1769r4f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1769r4f/manifest
Work,ark:/21198/z13f90fj,ark:/21198/z1cz7hzc,Masters/MEAP/MEAPcct/images/cl_tallersol_cac_0010.tif,Aillarehue Canto al Futuro,Aillarehue: Singing to the Future|~|Reflexiones de un hombre para sus hijos,open,,Colección Afiches Antonio Kadima,1979,1979,,"SPANISH: Afiche que promociona el concierto ""Canto al Futuro"" del grupo musical chileno Aillarehue el sábado 7 de julio a las 19.30 horas.<br>ENGLISH:Poster that promotes the concert ""Canto al Futuro"" (Singing to the Future) by the Chilean musical group Aillarehue on Saturday July 7th at 7:30 pm.",35 x 24.7 cm,1 poster,Blanco y negro; Off set; Hilado 4,posters,spa|~|arn,,Taller de Gráfica (Graphic Design Workshop),Aillarehue|~|Antonio Kadima [ToñoKadima],Antonio Kadima,Tallersol,still image,copyrighted,unpublished,antonio.kadima@gmail.com,Digitization for the Centro Cultural Tallersol (Chile) collection was sponsored by the Modern Endangered Archives Program with funding from Arcadia.,Aillarehue commissioned Antonio Kadima to make a poster for their cantata,Modern Endangered Archives Program,"Santa Rosa 1161 (Santiago, Chile)|~|Chile",,Música,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f90fj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13f90fj/manifest
